accommodates,neighbourhood_cleansed,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price,room_type,dist_to_cristo_km,price_per_person,price_category,log_price
4,Copacabana,-22.96646,-43.1821,1.0,1.0,2.0,2,4,12,350.0,Entire home/apt,3.3281079715287487,87.5,300-500,5.860786223465865
3,Copacabana,-22.981,-43.19522,1.0,2.0,6.0,2,28,21,285.0,Entire home/apt,3.594093438408704,95.0,200-300,5.655991810819852
2,Barra da Tijuca,-23.00628662109375,-43.329627990722656,1.0,1.0,1.0,3,5,3,390.0,Entire home/apt,13.612402721492002,195.0,300-500,5.968707559985366
3,Maracanã,-22.91655,-43.22341,3.0,2.0,2.0,2,30,0,700.0,Entire home/apt,4.147112721870656,233.33333333333334,500-1000,6.55250788703459
2,Copacabana,-22.9647225706422,-43.174178088360605,1.0,1.0,2.0,3,30,23,255.0,Entire home/apt,3.9828492986771753,127.5,200-300,5.545177444479562
2,Ipanema,-22.9775,-43.19554,1.5,1.0,1.0,3,30,25,264.0,Private room,3.232489779543958,132.0,200-300,5.579729825986222
4,Laranjeiras,-22.9379,-43.18894,2.0,2.0,3.0,3,87,36,360.0,Entire home/apt,2.701346424383208,90.0,300-500,5.8888779583328805
4,Centro,-22.91319,-43.18638,2.0,2.0,3.0,2,30,17,699.0,Entire home/apt,4.96272143021063,174.75,500-1000,6.551080335043404
6,Barra da Tijuca,-23.00588,-43.35036,2.5,3.0,5.0,3,90,15,645.0,Entire home/apt,15.524927587163912,107.5,500-1000,6.470799503782602
4,Ipanema,-22.98535,-43.20125,1.5,2.0,2.0,3,89,18,600.0,Entire home/apt,3.838135412468186,150.0,500-1000,6.398594934535208
5,Ipanema,-22.98532,-43.20402,1.5,3.0,4.0,3,15,62,525.0,Entire home/apt,3.7748878281138847,105.0,500-1000,6.26530121273771
4,Laranjeiras,-22.93972,-43.18954,1.0,1.0,1.0,1,30,3,400.0,Private room,2.537830311320939,100.0,300-500,5.993961427306569
1,Maracanã,-22.91489,-43.23105,1.0,1.0,1.0,1,30,1,900.0,Shared room,4.622182046734006,900.0,500-1000,6.803505257608338
6,Barra da Tijuca,-23.00994873046875,-43.367000579833984,3.0,1.0,2.0,3,29,17,945.0,Entire home/apt,17.272358002890737,157.5,500-1000,6.852242569051878
4,Leblon,-22.981774370541515,-43.22270108737951,2.0,2.0,2.0,2,30,17,360.0,Entire home/apt,3.548980648976809,90.0,300-500,5.8888779583328805
6,Tijuca,-22.93782,-43.24678,2.0,3.0,3.0,6,60,0,745.0,Entire home/apt,4.031401083090893,124.16666666666667,500-1000,6.61472560020376
4,Santa Teresa,-22.92022,-43.18513,1.0,1.0,2.0,4,730,1,980.0,Entire home/apt,4.377057796406185,245.0,500-1000,6.8885724595653635
6,Copacabana,-22.98427,-43.19016,2.0,2.0,3.0,2,90,50,789.0,Entire home/apt,4.158357058278089,131.5,500-1000,6.672032945461067
6,Copacabana,-22.97318,-43.18769,2.0,2.0,3.0,3,730,40,500.0,Entire home/apt,3.324607449518533,83.33333333333333,300-500,6.2166061010848646
4,Ipanema,-22.98698,-43.19752,2.0,2.0,4.0,4,30,12,1133.0,Entire home/apt,4.120862621081417,283.25,>1000,7.033506484287697
4,São Conrado,-22.98801,-43.272,2.0,1.0,4.0,4,30,0,804.0,Private room,7.46760546996851,201.0,500-1000,6.690842277418564
2,Grajaú,-22.92257,-43.26449,1.0,1.0,1.0,6,30,0,143.0,Private room,6.418981961661065,71.5,100-200,4.969813299576001
6,Botafogo,-22.94777,-43.19027,2.0,3.0,0.0,2,90,7,570.0,Entire home/apt,2.121715639054459,95.0,500-1000,6.3473892096560105
4,Copacabana,-22.96774,-43.18205,1.0,0.0,1.0,2,90,47,248.0,Entire home/apt,3.4039888815534534,62.0,200-300,5.517452896464707
6,Leblon,-22.98569,-43.22376,1.0,2.0,3.0,1,30,14,700.0,Entire home/apt,3.9950045384326005,116.66666666666667,500-1000,6.55250788703459
4,Leblon,-22.98739,-43.22318,2.0,2.0,3.0,3,12,34,700.0,Entire home/apt,4.154342694981217,175.0,500-1000,6.55250788703459
